timestamp,device_id,rack_location,cpu_utilization,memory_usage,disk_io,temperature,network_traffic,power_usage,status
2025-02-16 07:32:04.158842,SRV-002,RACK-C,49.3,52.9,300.0,26.9,61.0,412.4,normal
2025-02-16 07:32:04.158842,SRV-003,RACK-B,49.3,49.1,285.0,26.9,50.0,403.0,normal
2025-02-16 07:32:04.158842,SRV-004,RACK-A,46.5,55.0,317.0,26.6,50.0,408.7,normal
2025-02-16 07:32:04.158842,SRV-005,RACK-B,45.5,53.2,293.0,26.5,131.0,377.4,normal
2025-02-16 07:33:04.158842,SRV-001,RACK-A,51.4,47.8,300.0,27.1,134.0,390.3,normal
2025-02-16 07:33:04.158842,SRV-002,RACK-A,42.3,50.1,322.0,26.2,235.0,414.5,normal
2025-02-16 07:33:04.158842,SRV-003,RACK-A,50.6,54.5,300.0,27.0,50.0,425.3,normal
2025-02-16 07:33:04.158842,SRV-004,RACK-B,43.0,49.4,299.0,26.2,50.0,385.3,normal
2025-02-16 07:33:04.158842,SRV-005,RACK-B,49.4,55.2,293.0,26.9,222.0,396.2,normal
2025-02-16 07:34:04.158842,SRV-001,RACK-C,43.1,45.7,290.0,26.2,81.0,353.0,normal
2025-02-16 07:34:04.158842,SRV-002,RACK-C,45.0,47.6,284.0,26.4,135.0,395.0,normal
2025-02-16 07:34:04.158842,SRV-003,RACK-B,51.7,58.0,290.0,27.1,50.0,400.1,normal
2025-02-16 07:34:04.158842,SRV-004,RACK-A,39.5,54.8,327.0,25.9,118.0,378.5,normal
2025-02-16 07:34:04.158842,SRV-005,RACK-A,44.1,57.6,255.0,26.3,220.0,369.5,normal
2025-02-16 07:35:04.158842,SRV-001,RACK-A,44.8,50.4,289.0,26.4,366.0,345.8,normal
2025-02-16 07:35:04.158842,SRV-002,RACK-C,50.8,58.9,292.0,27.0,50.0,427.1,normal
2025-02-16 07:35:04.158842,SRV-003,RACK-A,56.0,54.6,310.0,27.5,84.0,421.3,normal
2025-02-16 07:35:04.158842,SRV-004,RACK-C,46.6,54.0,317.0,26.6,50.0,402.6,normal
2025-02-16 07:35:04.158842,SRV-005,RACK-C,44.6,50.0,310.0,26.4,50.0,324.7,normal
2025-02-16 07:36:04.158842,SRV-001,RACK-C,47.6,55.1,300.0,26.7,50.0,418.3,normal
2025-02-16 07:36:04.158842,SRV-002,RACK-A,56.0,54.8,302.0,27.5,50.0,420.1,normal
2025-02-16 07:36:04.158842,SRV-003,RACK-A,57.6,65.4,276.0,27.7,50.0,375.5,normal
2025-02-16 07:36:04.158842,SRV-004,RACK-A,48.9,56.7,303.0,26.8,50.0,406.7,normal
2025-02-16 07:36:04.158842,SRV-005,RACK-B,44.3,63.6,278.0,26.4,50.0,371.2,normal
2025-02-16 07:37:04.158842,SRV-001,RACK-C,48.4,49.4,290.0,26.8,50.0,402.2,normal
2025-02-16 07:37:04.158842,SRV-002,RACK-B,55.0,54.6,268.0,27.4,76.0,372.8,normal
2025-02-16 07:37:04.158842,SRV-003,RACK-C,52.8,51.9,308.0,27.2,50.0,427.0,normal
2025-02-16 07:37:04.158842,SRV-004,RACK-B,51.3,54.8,298.0,27.1,50.0,382.6,normal
2025-02-16 07:37:04.158842,SRV-005,RACK-B,54.9,57.6,298.0,27.4,64.0,435.7,normal
2025-02-16 07:38:04.158842,SRV-001,RACK-B,42.4,64.6,309.0,26.2,50.0,409.7,normal
2025-02-16 07:38:04.158842,SRV-002,RACK-B,50.1,59.2,296.0,26.9,50.0,385.9,normal
2025-02-16 07:38:04.158842,SRV-003,RACK-C,42.7,48.7,322.0,26.2,52.0,385.5,normal
2025-02-16 07:38:04.158842,SRV-004,RACK-A,49.8,59.5,296.0,26.9,126.0,362.8,normal
2025-02-16 07:38:04.158842,SRV-005,RACK-B,62.1,55.8,293.0,28.1,50.0,400.6,warning
2025-02-16 07:39:04.158842,SRV-001,RACK-B,47.9,55.1,329.0,26.7,50.0,451.7,normal
2025-02-16 07:39:04.158842,SRV-002,RACK-B,39.3,56.8,284.0,25.9,90.0,359.0,normal
2025-02-16 07:39:04.158842,SRV-003,RACK-B,40.1,46.9,273.0,25.9,50.0,368.5,normal
2025-02-16 07:39:04.158842,SRV-004,RACK-C,48.2,57.4,310.0,26.8,50.0,411.3,normal
2025-02-16 07:39:04.158842,SRV-005,RACK-B,50.4,57.4,320.0,27.0,57.0,397.3,normal
2025-02-16 07:40:04.158842,SRV-001,RACK-C,37.8,61.3,289.0,25.7,50.0,338.6,normal
2025-02-16 07:40:04.158842,SRV-002,RACK-C,37.5,58.4,309.0,25.7,210.0,413.7,normal
2025-02-16 07:40:04.158842,SRV-003,RACK-B,48.8,52.3,283.0,26.8,84.0,372.1,normal
2025-02-16 07:40:04.158842,SRV-004,RACK-A,57.2,57.0,298.0,27.7,92.0,476.9,normal
2025-02-16 07:40:04.158842,SRV-005,RACK-A,49.9,59.8,304.0,26.9,50.0,421.2,normal
2025-02-16 07:41:04.158842,SRV-001,RACK-C,43.1,49.5,286.0,26.2,50.0,373.8,normal
2025-02-16 07:41:04.158842,SRV-002,RACK-B,46.8,62.9,327.0,26.6,85.0,418.9,normal
2025-02-16 07:41:04.158842,SRV-003,RACK-A,45.8,51.3,316.0,26.5,50.0,368.0,normal
2025-02-16 07:41:04.158842,SRV-004,RACK-B,56.1,51.8,298.0,27.5,50.0,378.0,normal
2025-02-16 07:41:04.158842,SRV-005,RACK-B,49.8,58.8,325.0,26.9,50.0,397.7,normal
2025-02-16 07:42:04.158842,SRV-001,RACK-C,95.0,67.2,387.0,31.4,55.0,511.4,warning
2025-02-16 07:42:04.158842,SRV-002,RACK-B,46.7,43.4,290.0,26.6,50.0,393.2,normal
2025-02-16 07:42:04.158842,SRV-003,RACK-B,58.1,63.7,277.0,27.7,292.0,363.2,normal
2025-02-16 07:42:04.158842,SRV-004,RACK-A,53.1,49.3,308.0,27.2,50.0,424.7,normal
2025-02-16 07:42:04.158842,SRV-005,RACK-B,43.3,57.1,321.0,26.3,163.0,359.6,normal
2025-02-16 07:43:04.158842,SRV-001,RACK-A,55.2,58.7,333.0,27.5,50.0,431.6,normal
2025-02-16 07:43:04.158842,SRV-002,RACK-B,45.4,45.3,322.0,26.5,50.0,437.1,normal
2025-02-16 07:43:04.158842,SRV-003,RACK-B,47.3,53.7,289.0,26.7,197.0,382.1,normal
2025-02-16 07:43:04.158842,SRV-004,RACK-A,50.3,55.7,293.0,27.0,78.0,400.0,normal
2025-02-16 07:43:04.158842,SRV-005,RACK-A,42.2,50.3,293.0,26.2,117.0,399.9,normal
2025-02-16 07:44:04.158842,SRV-001,RACK-B,51.7,51.7,292.0,27.1,50.0,399.3,normal
2025-02-16 07:44:04.158842,SRV-002,RACK-B,50.3,60.0,305.0,27.0,54.0,410.7,normal
2025-02-16 07:44:04.158842,SRV-003,RACK-A,37.1,49.4,302.0,25.6,50.0,379.2,normal
2025-02-16 07:44:04.158842,SRV-004,RACK-C,52.7,63.3,291.0,27.2,66.0,406.9,normal
2025-02-16 07:44:04.158842,SRV-005,RACK-A,40.4,52.1,301.0,26.0,50.0,368.1,normal
2025-02-16 07:45:04.158842,SRV-001,RACK-A,43.7,44.2,301.0,26.3,50.0,407.7,normal
2025-02-16 07:45:04.158842,SRV-002,RACK-A,46.0,53.4,279.0,26.5,131.0,393.9,normal
2025-02-16 07:45:04.158842,SRV-003,RACK-A,53.0,60.6,304.0,27.2,110.0,410.1,normal
2025-02-16 07:45:04.158842,SRV-004,RACK-B,46.3,58.0,286.0,26.6,288.0,388.3,normal
2025-02-16 07:45:04.158842,SRV-005,RACK-B,55.8,43.2,304.0,27.5,65.0,415.1,normal
2025-02-16 07:46:04.158842,SRV-001,RACK-A,54.0,55.3,298.0,27.3,98.0,398.3,normal
2025-02-16 07:46:04.158842,SRV-002,RACK-A,42.2,55.6,319.0,26.2,75.0,383.6,normal
2025-02-16 07:46:04.158842,SRV-003,RACK-A,56.0,48.8,291.0,27.5,73.0,418.9,normal
2025-02-16 07:46:04.158842,SRV-004,RACK-C,46.9,52.7,286.0,26.6,50.0,348.1,normal
2025-02-16 07:46:04.158842,SRV-005,RACK-C,42.9,57.8,333.0,26.2,50.0,398.1,normal
2025-02-16 07:47:04.158842,SRV-001,RACK-B,54.7,54.7,315.0,27.4,50.0,426.2,normal
2025-02-16 07:47:04.158842,SRV-002,RACK-A,51.5,62.6,307.0,27.1,50.0,395.1,normal
2025-02-16 07:47:04.158842,SRV-003,RACK-A,60.8,62.9,269.0,28.0,50.0,411.7,warning
2025-02-16 07:47:04.158842,SRV-004,RACK-B,50.7,54.3,290.0,27.0,68.0,380.3,normal
2025-02-16 07:47:04.158842,SRV-005,RACK-A,53.5,56.2,305.0,27.3,132.0,431.6,normal
2025-02-16 07:48:04.158842,SRV-001,RACK-C,49.3,52.5,283.0,26.9,120.0,371.1,normal
2025-02-16 07:48:04.158842,SRV-002,RACK-A,95.0,68.0,313.0,31.4,178.0,492.0,warning
2025-02-16 07:48:04.158842,SRV-003,RACK-B,49.0,54.8,284.0,26.8,151.0,391.8,normal
2025-02-16 07:48:04.158842,SRV-004,RACK-A,54.9,55.3,279.0,27.4,50.0,409.1,normal
2025-02-16 07:48:04.158842,SRV-005,RACK-C,46.0,59.8,310.0,26.5,50.0,409.1,normal
2025-02-16 07:49:04.158842,SRV-001,RACK-A,46.7,59.7,283.0,26.6,63.0,386.7,normal
2025-02-16 07:49:04.158842,SRV-002,RACK-A,54.8,62.1,285.0,27.4,56.0,428.3,normal
2025-02-16 07:49:04.158842,SRV-003,RACK-C,39.7,49.1,308.0,25.9,202.0,393.5,normal
2025-02-16 07:49:04.158842,SRV-004,RACK-C,57.6,58.6,311.0,27.7,143.0,416.1,normal
2025-02-16 07:49:04.158842,SRV-005,RACK-A,45.7,58.4,347.0,26.5,50.0,447.7,normal
2025-02-16 07:50:04.158842,SRV-001,RACK-A,56.5,53.2,301.0,27.6,50.0,413.2,normal
2025-02-16 07:50:04.158842,SRV-002,RACK-C,48.4,48.6,291.0,26.8,106.0,397.4,normal
2025-02-16 07:50:04.158842,SRV-003,RACK-A,51.3,55.4,302.0,27.1,50.0,380.5,normal
2025-02-16 07:50:04.158842,SRV-004,RACK-B,44.6,53.6,246.0,26.4,50.0,398.1,normal
2025-02-16 07:50:04.158842,SRV-005,RACK-A,52.2,56.2,336.0,27.2,90.0,416.9,normal
2025-02-16 07:51:04.158842,SRV-001,RACK-B,49.3,51.5,319.0,26.9,50.0,410.3,normal
2025-02-16 07:51:04.158842,SRV-002,RACK-A,53.7,53.2,277.0,27.3,89.0,395.5,normal
2025-02-16 07:51:04.158842,SRV-003,RACK-C,60.8,56.1,295.0,28.0,56.0,429.3,warning
2025-02-16 07:51:04.158842,SRV-004,RACK-B,39.0,54.8,265.0,25.8,62.0,340.0,normal
2025-02-16 07:51:04.158842,SRV-005,RACK-A,48.5,57.1,303.0,26.8,70.0,417.6,normal
2025-02-16 07:52:04.158842,SRV-001,RACK-C,63.7,58.6,319.0,28.3,50.0,472.5,warning
2025-02-16 07:52:04.158842,SRV-002,RACK-B,44.5,46.5,319.0,26.4,149.0,419.7,normal
2025-02-16 07:52:04.158842,SRV-003,RACK-A,41.3,52.3,283.0,26.1,72.0,397.5,normal
2025-02-16 07:52:04.158842,SRV-004,RACK-A,45.5,55.0,287.0,26.5,50.0,418.9,normal
2025-02-16 07:52:04.158842,SRV-005,RACK-A,56.7,59.2,294.0,27.6,110.0,404.3,normal
2025-02-16 07:53:04.158842,SRV-001,RACK-A,41.2,50.2,307.0,26.1,50.0,402.8,normal
2025-02-16 07:53:04.158842,SRV-002,RACK-B,55.1,54.2,318.0,27.4,50.0,455.0,normal
2025-02-16 07:53:04.158842,SRV-003,RACK-B,49.2,51.3,252.0,26.9,271.0,376.0,normal
2025-02-16 07:53:04.158842,SRV-004,RACK-C,39.0,49.3,306.0,25.8,361.0,331.9,normal
2025-02-16 07:53:04.158842,SRV-005,RACK-C,54.0,41.7,305.0,27.3,50.0,391.7,normal
2025-02-16 07:54:04.158842,SRV-001,RACK-A,52.2,58.7,277.0,27.2,50.0,376.7,normal
2025-02-16 07:54:04.158842,SRV-001,RACK-C,48.8,64.7,319.0,26.8,267.0,429.3,normal
2025-02-16 07:54:04.158842,SRV-003,RACK-C,54.9,59.0,300.0,27.4,92.0,429.6,normal
2025-02-16 07:54:04.158842,SRV-004,RACK-B,48.7,56.2,312.0,26.8,210.0,369.6,normal
2025-02-16 07:54:04.158842,SRV-005,RACK-A,44.3,57.2,290.0,26.4,50.0,375.8,normal
2025-02-16 07:55:04.158842,SRV-001,RACK-B,42.6,44.6,291.0,26.2,50.0,413.5,normal
2025-02-16 07:55:04.158842,SRV-002,RACK-A,54.0,71.9,325.0,27.3,50.0,421.2,normal
2025-02-16 07:55:04.158842,SRV-003,RACK-C,48.2,46.3,299.0,26.8,73.0,390.5,normal
2025-02-16 07:55:04.158842,SRV-004,RACK-B,55.3,57.2,291.0,27.5,50.0,413.7,normal
2025-02-16 07:55:04.158842,SRV-005,RACK-A,40.5,51.7,287.0,26.0,50.0,404.8,normal
2025-02-16 07:56:04.158842,SRV-001,RACK-C,52.8,56.3,273.0,27.2,50.0,418.5,normal
2025-02-16 07:56:04.158842,SRV-002,RACK-B,49.8,50.2,313.0,26.9,100.0,408.5,normal
2025-02-16 07:56:04.158842,SRV-003,RACK-A,51.7,62.1,304.0,27.1,236.0,413.8,normal
2025-02-16 07:56:04.158842,SRV-004,RACK-B,52.7,52.3,315.0,27.2,50.0,396.2,normal
2025-02-16 07:56:04.158842,SRV-005,RACK-C,59.7,60.4,295.0,27.9,50.0,409.7,normal
2025-02-16 07:57:04.158842,SRV-001,RACK-C,53.8,67.2,291.0,27.3,440.0,411.4,normal
2025-02-16 07:57:04.158842,SRV-002,RACK-C,45.1,62.1,314.0,26.4,235.0,389.0,normal
2025-02-16 07:57:04.158842,SRV-003,RACK-B,43.5,49.5,264.0,26.3,161.0,373.6,normal
2025-02-16 07:57:04.158842,SRV-004,RACK-B,41.2,46.9,294.0,26.1,50.0,394.1,normal
2025-02-16 07:57:04.158842,SRV-005,RACK-B,57.3,59.3,262.0,27.7,50.0,375.9,normal
2025-02-16 07:58:04.158842,SRV-001,RACK-A,52.1,63.6,289.0,27.1,261.0,392.6,normal
2025-02-16 07:58:04.158842,SRV-002,RACK-B,45.2,57.5,269.0,26.5,200.0,378.0,normal
2025-02-16 07:58:04.158842,SRV-003,RACK-A,61.3,56.9,289.0,28.1,50.0,409.0,warning
2025-02-16 07:58:04.158842,SRV-004,RACK-C,44.7,45.4,302.0,26.4,68.0,392.1,normal
2025-02-16 07:58:04.158842,SRV-005,RACK-C,48.5,63.4,275.0,26.8,50.0,389.7,normal
2025-02-16 07:59:04.158842,SRV-001,RACK-B,51.7,51.0,315.0,27.1,256.0,460.1,normal
2025-02-16 07:59:04.158842,SRV-002,RACK-A,47.5,55.7,315.0,26.7,65.0,400.1,normal
2025-02-16 07:59:04.158842,SRV-003,RACK-A,48.4,54.2,273.0,26.8,208.0,397.9,normal
2025-02-16 07:59:04.158842,SRV-004,RACK-A,95.0,61.9,338.0,31.4,527.0,477.7,warning
2025-02-16 07:59:04.158842,SRV-005,RACK-A,41.5,56.9,278.0,26.1,50.0,383.0,normal
2025-02-16 08:00:04.158842,SRV-001,RACK-C,41.4,44.7,293.0,25.9,50.0,397.5,normal
2025-02-16 08:00:04.158842,SRV-002,RACK-C,39.1,50.6,282.0,25.6,146.0,368.7,normal
2025-02-16 08:00:04.158842,SRV-003,RACK-B,39.1,55.5,296.0,26.2,50.0,415.6,normal
2025-02-16 08:00:04.158842,SRV-004,RACK-B,41.0,52.1,284.0,25.8,66.0,365.2,normal
2025-02-16 08:00:04.158842,SRV-005,RACK-A,41.6,45.6,285.0,25.9,310.0,343.3,normal
2025-02-16 08:01:04.158842,SRV-001,RACK-C,48.3,55.3,257.0,26.6,50.0,386.9,normal
2025-02-16 08:01:04.158842,SRV-002,RACK-A,48.5,55.9,292.0,26.6,50.0,409.0,normal
2025-02-16 08:01:04.158842,SRV-003,RACK-B,43.0,52.5,299.0,26.0,50.0,385.6,normal
2025-02-16 08:01:04.158842,SRV-004,RACK-C,43.3,47.6,289.0,26.1,55.0,345.5,normal
2025-02-16 08:01:04.158842,SRV-005,RACK-B,51.0,51.5,281.0,26.8,95.0,405.3,normal
2025-02-16 08:02:04.158842,SRV-001,RACK-C,52.1,54.1,264.0,26.9,66.0,399.9,normal
2025-02-16 08:02:04.158842,SRV-002,RACK-B,57.8,59.4,245.0,27.5,50.0,405.3,normal
2025-02-16 08:02:04.158842,SRV-003,RACK-C,35.3,49.5,310.0,25.3,169.0,370.1,normal
2025-02-16 08:02:04.158842,SRV-004,RACK-C,44.2,56.0,293.0,26.2,137.0,359.1,normal
2025-02-16 08:02:04.158842,SRV-005,RACK-C,47.2,50.0,288.0,26.4,115.0,406.5,normal
2025-02-16 08:03:04.158842,SRV-001,RACK-C,45.9,56.5,279.0,26.3,136.0,364.2,normal
2025-02-16 08:03:04.158842,SRV-002,RACK-A,47.2,55.8,300.0,26.5,50.0,412.4,normal
2025-02-16 08:03:04.158842,SRV-003,RACK-C,48.7,56.3,270.0,26.6,50.0,397.5,normal
2025-02-16 08:03:04.158842,SRV-004,RACK-A,48.9,60.7,289.0,26.6,50.0,380.1,normal
2025-02-16 08:03:04.158842,SRV-005,RACK-B,49.8,60.6,306.0,26.7,50.0,434.0,normal
2025-02-16 08:04:04.158842,SRV-001,RACK-A,39.7,43.4,282.0,38.0,50.0,399.6,warning
2025-02-16 08:04:04.158842,SRV-002,RACK-B,38.8,43.3,287.0,25.6,50.0,366.1,normal
2025-02-16 08:04:04.158842,SRV-003,RACK-B,46.5,52.4,278.0,26.4,118.0,383.4,normal
2025-02-16 08:04:04.158842,SRV-004,RACK-B,46.4,60.4,264.0,26.4,50.0,390.2,normal
2025-02-16 08:04:04.158842,SRV-005,RACK-C,50.4,64.4,302.0,26.8,183.0,380.2,normal
2025-02-16 08:05:04.158842,SRV-001,RACK-C,47.5,47.4,268.0,26.5,88.0,387.6,normal
2025-02-16 08:05:04.158842,SRV-002,RACK-B,47.0,51.8,309.0,26.4,162.0,366.5,normal
2025-02-16 08:05:04.158842,SRV-003,RACK-A,46.8,55.7,314.0,38.0,50.0,395.0,warning
2025-02-16 08:05:04.158842,SRV-004,RACK-B,41.0,47.4,273.0,25.8,50.0,350.6,normal
2025-02-16 08:05:04.158842,SRV-005,RACK-B,51.8,54.3,267.0,26.9,96.0,348.1,normal
2025-02-16 08:06:04.158842,SRV-001,RACK-A,49.9,58.7,320.0,26.7,50.0,404.2,normal
2025-02-16 08:06:04.158842,SRV-002,RACK-A,48.0,54.4,298.0,26.5,50.0,382.9,normal
2025-02-16 08:06:04.158842,SRV-003,RACK-B,54.1,61.3,263.0,27.1,50.0,443.0,normal
2025-02-16 08:06:04.158842,SRV-004,RACK-C,56.8,61.8,306.0,27.4,109.0,412.7,normal
2025-02-16 08:06:04.158842,SRV-005,RACK-C,45.3,50.0,287.0,26.3,50.0,385.5,normal
2025-02-16 08:07:04.158842,SRV-001,RACK-B,35.3,50.4,289.0,25.3,50.0,372.3,normal
2025-02-16 08:07:04.158842,SRV-002,RACK-A,41.8,54.1,301.0,25.9,62.0,383.4,normal
2025-02-16 08:07:04.158842,SRV-003,RACK-A,52.3,53.4,284.0,27.0,58.0,386.1,normal
2025-02-16 08:07:04.158842,SRV-004,RACK-B,43.4,59.0,281.0,26.1,50.0,388.1,normal
2025-02-16 08:07:04.158842,SRV-005,RACK-A,42.8,58.0,313.0,26.0,50.0,381.1,normal
2025-02-16 08:08:04.158842,SRV-001,RACK-A,43.4,50.3,307.0,26.1,50.0,409.2,normal
2025-02-16 08:08:04.158842,SRV-002,RACK-A,47.3,54.0,293.0,26.5,55.0,414.9,normal
2025-02-16 08:08:04.158842,SRV-003,RACK-A,58.9,55.1,276.0,27.6,142.0,380.7,normal
2025-02-16 08:08:04.158842,SRV-004,RACK-B,52.6,55.2,279.0,27.0,50.0,405.5,normal
2025-02-16 08:08:04.158842,SRV-005,RACK-B,41.8,49.7,279.0,25.9,105.0,364.8,normal
2025-02-16 08:09:04.158842,SRV-001,RACK-A,50.0,58.1,274.0,26.7,50.0,368.5,normal
2025-02-16 08:09:04.158842,SRV-002,RACK-C,48.5,58.9,296.0,26.6,50.0,368.1,normal
2025-02-16 08:09:04.158842,SRV-003,RACK-B,43.5,60.3,313.0,26.1,50.0,399.1,normal
2025-02-16 08:09:04.158842,SRV-004,RACK-C,49.7,50.1,284.0,26.7,79.0,394.4,normal
2025-02-16 08:09:04.158842,SRV-005,RACK-A,52.5,53.9,264.0,27.0,174.0,403.9,normal
2025-02-16 08:10:04.158842,SRV-001,RACK-B,48.5,49.9,305.0,26.6,50.0,421.1,normal
2025-02-16 08:10:04.158842,SRV-002,RACK-B,37.5,53.9,256.0,25.5,91.0,345.8,normal
2025-02-16 08:10:04.158842,SRV-003,RACK-A,50.0,58.7,288.0,26.7,91.0,380.9,normal
2025-02-16 08:10:04.158842,SRV-004,RACK-B,46.9,62.6,308.0,26.4,50.0,387.4,normal
2025-02-16 08:10:04.158842,SRV-005,RACK-A,47.2,56.7,311.0,26.5,99.0,427.3,normal
2025-02-16 08:11:04.158842,SRV-001,RACK-C,40.9,56.2,261.0,25.8,105.0,364.8,normal
2025-02-16 08:11:04.158842,SRV-002,RACK-C,48.7,51.5,311.0,26.6,92.0,372.0,normal
2025-02-16 08:11:04.158842,SRV-003,RACK-A,43.8,49.7,278.0,26.1,94.0,358.8,normal
2025-02-16 08:11:04.158842,SRV-003,RACK-B,42.6,54.3,276.0,26.0,50.0,379.0,normal
2025-02-16 08:11:04.158842,SRV-005,RACK-A,47.9,53.5,259.0,26.5,50.0,396.8,normal
2025-02-16 08:12:04.158842,SRV-001,RACK-A,46.1,53.5,318.0,26.3,130.0,389.4,normal
2025-02-16 08:12:04.158842,SRV-002,RACK-B,49.8,62.6,304.0,26.7,50.0,433.9,normal
2025-02-16 08:12:04.158842,SRV-003,RACK-B,50.5,58.1,260.0,26.8,230.0,402.6,normal
2025-02-16 08:12:04.158842,SRV-004,RACK-A,51.7,51.4,294.0,26.9,91.0,377.5,normal
2025-02-16 08:12:04.158842,SRV-005,RACK-B,46.0,55.7,254.0,26.3,50.0,381.8,normal
2025-02-16 08:13:04.158842,SRV-001,RACK-B,33.7,57.9,282.0,25.1,50.0,385.2,normal
2025-02-16 08:13:04.158842,SRV-002,RACK-B,45.3,50.4,295.0,26.3,155.0,423.6,normal
2025-02-16 08:13:04.158842,SRV-003,RACK-A,41.3,41.6,300.0,25.9,50.0,377.2,normal
2025-02-16 08:13:04.158842,SRV-004,RACK-C,45.6,47.3,294.0,26.3,293.0,389.1,normal
2025-02-16 08:13:04.158842,SRV-005,RACK-B,46.2,53.1,279.0,26.4,50.0,401.3,normal
2025-02-16 08:14:04.158842,SRV-001,RACK-C,54.1,63.8,262.0,27.1,50.0,429.8,normal
2025-02-16 08:14:04.158842,SRV-002,RACK-B,40.4,52.6,282.0,25.8,50.0,349.9,normal
2025-02-16 08:14:04.158842,SRV-003,RACK-A,45.8,53.3,311.0,26.3,413.0,401.7,normal
2025-02-16 08:14:04.158842,SRV-004,RACK-A,40.6,53.8,288.0,25.8,182.0,396.5,normal
2025-02-16 08:14:04.158842,SRV-005,RACK-C,43.6,52.3,289.0,26.1,50.0,372.3,normal
2025-02-16 08:14:04.158842,SRV-001,RACK-C,47.6,52.5,302.0,26.5,50.0,392.4,normal
2025-02-16 08:15:04.158842,SRV-002,RACK-C,53.2,55.8,289.0,27.1,240.0,389.5,normal
